,員工滿意度,雇主評分,工作項目,每月工作時數,工作年資,工傷紀錄,在職中,近5年升遷,職務,薪資
8297,0.49,0.8,3,227,4,1,0,0,技術員,1
8298,0.59,0.57,3,147,4,0,0,0,技術員,1
8299,0.51,0.91,3,227,2,0,0,0,技術員,1
8300,0.66,0.66,4,166,3,0,0,0,技術員,1
8301,0.76,0.94,4,168,6,0,0,0,技術員,2
8302,0.12,0.59,3,229,6,0,0,0,技術員,2
8303,0.84,0.65,3,134,3,0,0,0,技術員,2
8304,0.94,0.81,3,196,3,0,0,0,技術員,2
8305,0.63,0.84,4,181,3,0,0,0,技術員,2
8306,0.79,0.99,4,177,3,1,0,0,技術支援,2
8307,0.85,0.68,3,272,2,1,0,0,技術支援,2
8308,0.74,0.52,3,213,3,0,0,0,技術支援,2
8309,0.23,0.75,6,220,3,0,0,0,技術支援,2
8310,0.62,0.51,4,274,2,0,0,0,技術支援,2
8311,0.36,0.56,6,242,6,0,0,0,技術支援,2
8312,0.7,0.83,4,182,3,0,0,0,技術支援,2
8313,0.57,0.75,5,172,4,0,0,0,技術支援,2
8314,0.83,0.99,3,226,3,0,0,0,技術支援,2
8315,0.71,0.96,3,132,2,0,0,0,技術支援,2
8316,0.23,0.72,6,121,3,0,0,0,技術支援,2
8317,0.59,0.69,4,207,2,0,0,0,技術員,2
8318,0.69,0.61,2,141,3,0,0,0,技術員,2
8319,0.63,0.81,5,189,3,0,0,0,技術員,2
8320,0.9,0.59,6,269,4,1,0,0,經理,2
8321,0.31,0.57,4,200,4,0,0,0,資訊科技,2
8322,0.92,0.62,3,199,2,0,0,0,資訊科技,2
8323,0.96,0.87,4,213,3,0,0,0,資訊科技,2
8324,0.66,0.51,6,105,4,0,0,0,資訊科技,3
8325,0.48,0.97,4,141,2,0,0,0,資訊科技,1
8326,0.15,0.55,3,255,3,1,0,0,產品管理,2
8327,0.59,0.79,3,217,4,0,0,0,產品管理,2
8328,0.66,0.85,6,165,5,0,0,0,產品管理,2
8329,0.69,0.92,5,220,2,0,0,0,產品管理,2
8330,0.65,0.79,4,241,4,0,0,0,資訊科技,2
8331,0.58,0.94,5,274,3,0,0,0,研發,2
8332,0.72,0.57,4,224,4,0,0,0,研發,2
8333,0.65,0.99,5,240,5,0,0,0,研發,2
8334,0.63,0.77,5,210,3,0,0,0,研發,2
8335,0.55,0.87,3,215,2,0,0,0,研發,2
8336,0.74,0.56,4,254,2,0,0,0,行銷,1
8337,0.58,0.84,4,150,4,1,0,0,業務,1
8338,0.71,0.72,4,177,3,0,0,0,財務會計,1
8339,0.83,0.37,5,101,4,1,0,0,技術支援,1
8340,0.63,0.52,3,183,2,0,0,0,技術員,1
8341,0.56,0.61,3,224,3,0,0,0,經理,1
8342,0.88,0.55,3,263,3,0,0,0,行銷,1
8343,0.82,0.55,3,207,2,0,0,0,行銷,3
8344,0.69,0.72,3,243,3,0,0,0,行銷,1
8345,0.57,0.54,3,157,4,1,0,0,業務,3
8346,0.75,0.69,3,242,3,0,0,0,業務,3
8347,0.6,0.98,4,265,2,0,0,0,業務,1
8348,0.96,0.92,3,196,4,0,0,0,業務,1
8349,0.75,0.67,4,135,2,0,0,0,業務,3
8350,1,0.61,6,270,3,0,0,0,業務,1
8351,0.92,0.97,4,201,2,0,0,0,業務,2
8352,0.84,0.93,5,225,4,0,0,0,業務,3
8353,0.82,0.77,4,205,3,0,0,0,業務,2
8354,0.74,0.42,3,131,3,0,0,0,業務,2
8355,0.21,0.39,2,118,4,0,0,0,業務,2
8356,0.62,0.64,5,187,3,0,0,0,業務,2
8357,0.54,0.48,3,275,2,0,0,0,業務,3
8358,0.55,0.97,5,125,4,0,0,0,業務,2
8359,0.84,0.55,4,270,3,1,0,0,業務,2
8360,0.61,0.56,2,123,2,0,0,0,業務,2
8361,0.64,0.53,3,281,3,0,0,0,業務,3
8362,0.92,0.51,3,223,2,0,0,0,業務,2
8363,0.86,0.87,3,268,2,0,0,0,業務,3
8364,0.6,0.74,4,174,3,0,0,0,財務會計,1
8365,0.86,0.92,3,162,3,1,0,0,財務會計,2
8366,0.55,0.51,3,192,3,0,0,0,財務會計,2
8367,0.54,0.58,4,178,3,0,0,0,人力資源,2
8368,0.49,0.9,3,250,2,0,0,0,人力資源,2
8369,0.98,0.72,3,262,4,0,0,0,人力資源,1
8370,0.55,0.55,5,194,3,1,0,0,人力資源,1
8371,0.64,0.5,3,146,3,0,0,0,技術員,1
8372,0.54,0.53,4,245,2,0,0,0,技術員,1
8373,0.58,0.45,3,131,2,0,0,0,技術員,1
8374,0.57,0.37,3,108,4,0,0,0,技術員,1
8375,0.65,0.64,5,206,3,0,0,0,技術員,1
8376,0.6,0.4,3,146,4,1,0,0,技術員,1
8377,0.59,0.45,2,171,2,0,0,0,技術員,1
8378,0.77,0.5,4,173,2,1,0,0,技術員,1
8379,0.55,0.49,5,240,3,0,0,0,技術員,3
8380,0.5,0.6,4,199,2,0,0,0,技術員,1
8381,0.43,0.77,3,237,3,1,0,0,技術員,1
8382,0.58,0.84,3,258,4,0,0,0,技術支援,1
8383,0.66,0.68,4,269,3,1,0,0,技術支援,1
8384,0.7,0.8,5,245,4,0,0,0,技術支援,3
8385,0.82,0.54,4,164,3,0,0,0,技術支援,1
8386,0.49,0.49,4,256,3,1,0,0,技術支援,1
8387,0.99,0.79,4,213,3,0,0,0,技術支援,1
8388,0.96,0.73,3,193,3,1,0,0,技術支援,3
8389,0.7,0.57,3,179,2,0,0,0,技術支援,1
8390,0.22,0.89,6,278,5,1,0,0,技術支援,2
8391,0.91,0.52,3,256,2,0,0,0,技術支援,3
8392,0.18,0.76,5,173,4,0,0,0,技術支援,2
8393,0.84,0.68,4,179,3,0,0,0,技術員,3
8394,0.66,0.38,4,145,5,0,0,0,技術員,2
8395,0.49,0.65,3,168,4,0,0,0,技術員,2
8396,0.88,0.89,4,213,3,0,0,0,經理,2
8397,0.69,0.91,6,150,5,0,0,0,資訊科技,2
8398,0.83,0.75,3,262,3,0,0,0,資訊科技,2
8399,0.56,0.84,4,149,4,1,0,0,資訊科技,2
8400,0.95,0.77,5,139,2,0,0,0,資訊科技,2
8401,0.56,1,3,272,2,0,0,0,資訊科技,2
8402,0.93,0.73,3,252,4,0,0,0,產品管理,3
8403,0.84,0.52,3,232,4,0,0,0,產品管理,1
8404,0.84,0.48,3,266,2,0,0,0,產品管理,2
8405,0.52,0.65,4,264,3,0,0,0,產品管理,2
8406,0.98,0.8,4,142,2,0,0,0,資訊科技,2
8407,0.66,0.64,5,208,4,0,0,0,研發,2
8408,0.92,0.49,5,178,2,1,0,0,研發,2
8409,0.71,0.8,5,192,3,0,0,0,研發,2
8410,0.65,0.92,4,242,2,0,0,0,研發,2
8411,0.23,0.47,4,277,5,0,0,0,研發,2
8412,0.71,0.97,3,173,2,1,0,0,行銷,2
8413,0.21,0.65,4,276,6,0,0,0,行銷,3
8414,0.7,0.72,2,189,3,0,0,0,業務,1
8415,0.9,0.5,4,139,2,0,0,0,財務會計,1
8416,0.6,0.52,5,140,3,0,0,0,技術支援,1
8417,0.58,0.63,5,191,3,1,0,0,技術員,3
8418,0.73,0.72,5,178,2,0,0,0,經理,1
8419,0.56,0.67,4,184,3,0,0,0,行銷,1
8420,0.97,0.57,3,144,3,0,0,0,行銷,1
8421,0.92,0.91,3,160,2,0,0,0,行銷,3
8422,0.77,0.68,3,225,2,0,0,0,業務,1
8423,0.97,0.81,5,266,2,0,0,0,業務,1
8424,0.7,0.69,5,154,2,0,0,0,業務,1
8425,0.78,0.82,4,142,2,1,0,0,業務,1
8426,0.77,0.87,3,207,4,1,0,0,業務,1
8427,0.66,0.53,4,162,3,0,0,0,業務,1
8428,0.25,0.98,6,287,5,1,0,0,業務,1
8429,0.89,0.87,2,270,6,1,0,0,業務,2
8430,0.15,0.66,5,160,4,1,0,0,業務,2
8431,0.26,0.91,6,113,2,0,0,0,業務,2
8432,0.74,0.58,4,178,4,0,0,0,業務,2
8433,0.52,0.83,3,153,2,0,0,0,業務,2
8434,0.95,0.62,4,255,2,0,0,0,業務,2
8435,0.66,0.82,4,257,3,1,0,0,業務,2
8436,0.79,0.66,4,243,3,0,0,0,業務,2
8437,0.98,0.94,3,179,3,0,0,0,業務,2
8438,0.4,0.37,3,123,2,0,0,0,業務,2
8439,1,0.68,3,132,2,0,0,0,業務,2
8440,0.71,0.79,3,134,3,0,0,0,業務,2
8441,0.48,0.45,3,277,2,1,0,0,財務會計,3
8442,0.76,1,5,265,2,0,0,0,財務會計,1
8443,0.61,0.62,4,269,4,0,0,0,財務會計,2
8444,0.74,0.9,4,156,4,0,0,0,人力資源,2
8445,0.24,0.94,6,237,5,0,0,0,人力資源,2
8446,0.79,0.97,3,271,2,0,0,0,人力資源,2
8447,0.75,0.98,3,206,2,0,0,0,人力資源,1
8448,0.6,0.98,4,192,3,0,0,0,技術員,1
8449,0.72,0.95,4,230,3,0,0,0,技術員,1
8450,1,0.6,4,261,3,0,0,0,技術員,1
8451,0.55,0.88,3,173,3,1,0,0,技術員,1
8452,0.3,0.98,2,109,4,1,0,0,技術員,1
8453,0.89,0.59,3,247,4,0,0,0,技術員,1
8454,0.84,0.84,5,163,3,0,0,0,技術員,1
8455,0.67,0.64,4,149,4,0,0,0,技術員,1
8456,0.15,0.48,6,218,6,0,0,0,技術員,1
8457,0.59,0.75,4,194,2,0,0,0,技術員,1
8458,0.5,0.59,4,157,2,0,0,0,技術員,1
8459,0.23,0.68,5,244,3,0,0,0,技術支援,1
8460,0.95,0.58,5,169,2,0,0,0,技術支援,1
8461,0.31,0.53,2,146,3,1,0,0,技術支援,1
8462,0.47,0.55,5,207,3,0,0,0,技術支援,1
8463,0.26,0.95,3,195,5,0,0,0,技術支援,1
8464,0.55,0.64,6,148,4,0,0,0,技術支援,1
8465,0.89,0.58,3,272,2,0,0,0,技術支援,1
8466,0.88,0.68,3,185,2,0,0,0,技術支援,1
8467,0.98,0.62,5,260,2,1,0,0,技術支援,1
8468,0.96,0.48,3,182,2,1,0,0,技術支援,2
8469,0.85,0.65,3,195,3,0,0,0,技術支援,2
8470,0.96,0.85,3,168,3,0,0,0,技術員,2
8471,0.85,0.88,3,198,4,1,0,0,技術員,2
8472,0.59,0.93,5,172,2,0,0,0,技術員,2
8473,0.51,0.5,4,216,2,1,0,0,經理,2
8474,0.5,0.75,3,232,2,0,0,0,資訊科技,2
8475,0.53,0.59,3,148,3,0,0,0,資訊科技,2
8476,0.44,0.83,4,210,2,0,0,0,資訊科技,2
8477,0.99,0.55,3,197,2,0,0,0,資訊科技,2
8478,0.73,0.83,4,241,3,0,0,0,資訊科技,2
8479,0.51,0.71,5,154,2,0,0,0,產品管理,2
8480,0.5,0.84,3,259,2,0,0,0,產品管理,3
8481,0.52,0.76,4,106,2,1,0,0,產品管理,1
8482,0.74,0.74,5,262,2,0,0,0,產品管理,2
8483,0.69,0.89,2,202,2,0,0,0,資訊科技,2
8484,0.22,0.65,5,174,5,1,0,0,研發,2
8485,0.49,0.89,4,240,2,0,0,0,研發,2
8486,0.7,0.57,5,247,3,0,0,0,研發,1
8487,0.68,0.63,4,148,3,0,0,0,研發,1
8488,0.66,0.84,5,187,2,1,0,0,研發,1
8489,0.99,0.58,4,183,3,0,0,0,行銷,1
8490,0.88,0.59,4,240,2,0,0,0,業務,1
8491,0.2,0.54,4,149,3,0,0,0,財務會計,1
8492,0.56,0.44,2,130,3,0,0,0,技術支援,1
8493,0.68,0.85,4,203,2,0,0,0,技術員,1
8494,0.85,0.6,3,218,3,0,0,0,經理,1
8495,0.95,0.95,4,204,3,1,0,0,行銷,1
8496,0.6,0.77,4,163,3,1,0,0,行銷,1
8497,0.61,0.53,4,183,3,0,0,0,行銷,1
8498,0.55,0.55,4,211,4,0,0,0,業務,1
8499,0.64,0.78,5,156,5,1,0,0,業務,1
8500,0.64,0.6,3,196,3,0,0,0,業務,1
8501,0.87,0.54,4,162,2,0,0,0,業務,1
8502,0.2,0.9,3,218,4,0,0,0,業務,1
8503,0.99,0.64,4,135,2,1,0,0,業務,1
8504,0.96,0.7,2,273,3,0,0,0,業務,1
8505,0.53,0.65,3,241,3,0,0,0,業務,1
8506,0.7,0.39,6,285,4,0,0,0,業務,1
8507,0.68,0.61,6,236,3,0,0,0,業務,2
8508,0.96,0.48,4,222,3,0,0,0,業務,2
8509,0.64,0.64,4,242,3,0,0,0,業務,2
8510,0.86,0.65,5,166,3,0,0,0,業務,2
8511,0.87,0.84,3,172,3,0,0,0,業務,2
8512,0.53,0.56,4,249,2,0,0,0,業務,2
8513,0.72,0.98,4,180,2,0,0,0,業務,2
8514,0.83,0.59,4,197,4,0,0,0,業務,2
8515,0.97,0.54,5,185,2,0,0,0,業務,2
8516,0.92,0.76,3,171,2,0,0,0,業務,2
8517,0.82,0.95,6,191,6,0,0,0,財務會計,2
8518,0.59,0.56,4,250,2,0,0,0,財務會計,2
8519,0.84,0.95,5,199,3,0,0,0,財務會計,3
8520,0.71,0.84,3,139,2,0,0,0,人力資源,1
8521,0.49,0.98,3,224,3,0,0,0,人力資源,2
8522,0.78,0.61,3,227,3,0,0,0,人力資源,2
8523,0.84,0.81,4,198,2,0,0,0,人力資源,2
8524,0.85,0.96,5,165,5,0,0,0,技術員,2
8525,0.87,0.93,4,199,3,0,0,0,技術員,1
8526,0.94,0.84,5,203,3,0,0,0,技術員,1
8527,0.82,0.97,4,243,3,1,0,0,技術員,1
8528,0.78,0.78,3,135,3,0,0,0,技術員,1
8529,0.47,0.55,4,100,4,1,0,0,技術員,1
8530,0.5,0.48,2,150,3,1,0,0,技術員,1
8531,0.75,0.82,4,252,3,0,0,0,技術員,1
8532,0.36,0.39,3,98,3,0,0,0,技術員,1
8533,0.91,0.61,3,262,3,0,0,0,技術員,1
8534,0.87,0.68,3,257,3,0,0,0,技術員,1
8535,0.97,0.94,3,160,3,0,0,0,技術支援,1
8536,0.71,0.65,3,190,3,0,0,0,技術支援,1
8537,0.83,0.65,3,231,2,0,0,0,技術支援,1
8538,0.42,0.51,3,190,4,0,0,0,技術支援,1
8539,0.53,0.51,4,181,3,0,0,0,技術支援,1
8540,0.56,0.88,4,273,3,0,0,0,技術支援,1
8541,0.26,0.7,5,214,6,1,0,0,技術支援,1
8542,0.53,0.49,4,192,2,0,0,0,技術支援,1
8543,0.99,0.73,4,224,2,0,0,0,技術支援,1
8544,0.48,0.43,3,96,3,0,0,0,技術支援,1
8545,0.91,0.5,3,276,4,0,0,0,技術支援,1
8546,0.76,0.79,3,162,2,1,0,0,技術員,2
8547,0.67,0.8,4,190,4,0,0,0,技術員,2
8548,0.58,0.6,4,147,3,0,0,0,技術員,2
8549,0.57,0.78,4,143,3,0,0,0,經理,2
8550,0.55,0.57,5,280,6,1,0,0,資訊科技,2
8551,0.79,0.49,3,137,2,0,0,0,資訊科技,2
8552,0.48,0.98,3,259,6,0,0,0,資訊科技,2
8553,0.68,0.69,4,176,3,1,0,0,資訊科技,2
8554,0.19,0.64,5,231,4,1,0,0,資訊科技,2
8555,0.99,0.48,3,104,3,0,0,0,產品管理,2
8556,0.3,0.76,5,224,2,0,0,0,產品管理,2
8557,0.81,0.85,4,202,3,1,0,0,產品管理,2
8558,0.58,0.74,4,180,3,0,0,0,產品管理,3
8559,0.74,0.61,3,228,2,1,0,0,資訊科技,1
8560,0.59,0.74,5,165,2,0,0,0,研發,2
8561,0.46,0.63,2,177,6,0,0,0,研發,2
8562,0.58,0.43,3,194,2,1,0,0,研發,2
8563,0.77,0.95,3,192,4,1,0,0,研發,2
8564,0.79,0.77,4,171,2,0,0,0,研發,1
8565,0.51,0.95,3,187,2,0,0,0,行銷,1
8566,0.7,0.58,3,205,3,0,0,0,業務,1
8567,0.84,0.73,5,230,4,1,0,0,財務會計,1
8568,0.19,0.9,5,172,2,0,0,0,技術支援,1
8569,0.9,0.52,4,167,3,1,0,0,技術員,1
8570,0.19,0.91,5,145,3,0,0,0,經理,1
8571,0.96,0.53,3,166,3,0,0,0,行銷,1
8572,0.87,1,3,148,3,0,0,0,行銷,1
8573,0.5,0.89,5,223,3,0,0,0,行銷,1
8574,0.88,0.58,2,123,4,0,0,0,業務,1
8575,0.55,0.99,3,158,3,0,0,0,業務,1
8576,0.89,0.86,3,223,2,0,0,0,業務,1
8577,0.58,0.69,3,252,3,0,0,0,業務,1
8578,0.58,0.96,5,143,2,0,0,0,業務,1
8579,0.34,0.88,5,131,6,0,0,0,業務,1
8580,0.54,0.65,5,206,4,1,0,0,業務,1
8581,0.59,0.54,4,210,3,0,0,0,業務,1
8582,0.88,0.96,4,262,3,0,0,0,業務,2
8583,0.72,0.69,4,147,3,0,0,0,業務,2
8584,0.79,0.75,4,259,3,0,0,0,業務,2
8585,0.51,0.73,4,174,3,0,0,0,業務,2
8586,0.84,0.84,3,150,4,0,0,0,業務,2
8587,0.95,0.67,4,219,2,0,0,0,業務,2
8588,0.58,0.88,5,178,4,0,0,0,業務,2
8589,0.69,0.98,3,269,3,1,0,0,業務,2
8590,0.17,0.64,6,205,5,1,0,0,業務,2
8591,0.81,0.72,3,232,3,1,0,0,業務,2
8592,0.41,0.5,3,193,3,0,0,0,業務,2
8593,0.12,0.42,3,110,2,0,0,0,財務會計,2
8594,0.71,0.6,4,208,3,0,0,0,財務會計,3
8595,0.32,0.69,5,157,4,0,0,0,財務會計,1
8596,0.83,0.98,5,187,4,0,0,0,人力資源,2
8597,0.74,0.92,4,226,3,0,0,0,人力資源,2
8598,0.67,0.85,4,266,3,0,0,0,人力資源,2
8599,0.85,0.56,3,159,3,0,0,0,人力資源,2
8600,0.49,0.75,4,259,3,1,0,0,技術員,1
8601,0.7,0.74,4,150,3,1,0,0,技術員,1
8602,0.44,0.58,4,152,3,0,0,0,技術員,1
8603,0.5,0.87,5,245,2,0,0,0,技術員,1
8604,0.63,0.74,5,227,2,0,0,0,技術員,1
8605,0.87,0.77,4,261,3,0,0,0,技術員,1
8606,0.82,0.53,4,162,3,1,0,0,技術員,1
8607,0.97,0.89,4,193,3,0,0,0,技術員,1
8608,0.9,0.81,4,144,2,0,0,0,技術員,1
8609,0.41,0.5,6,151,2,0,0,0,技術員,1
8610,0.58,0.94,4,225,2,0,0,0,技術員,1
8611,0.77,0.5,5,170,2,0,0,0,技術支援,1
8612,0.89,0.75,4,246,3,1,0,0,技術支援,1
8613,0.64,0.72,4,254,3,0,0,0,技術支援,1
8614,0.31,0.79,2,193,4,0,0,0,技術支援,1
8615,0.6,0.88,4,175,3,0,0,0,技術支援,1
8616,0.2,1,3,123,4,0,0,0,技術支援,1
8617,0.13,0.6,3,178,5,0,0,0,技術支援,1
8618,0.95,0.9,3,259,2,0,0,0,技術支援,1
8619,0.15,0.96,5,201,6,0,0,0,技術支援,1
8620,0.22,0.98,4,185,3,0,0,0,技術支援,1
8621,0.33,0.51,2,166,3,0,0,0,技術支援,2
8622,0.23,0.96,4,213,4,0,0,0,技術員,2
8623,0.85,0.79,4,138,2,0,0,0,技術員,2
8624,0.79,0.57,3,168,2,0,0,0,技術員,2
8625,0.6,0.6,4,197,3,0,0,0,經理,2
8626,0.89,0.74,5,220,3,0,0,0,資訊科技,2
8627,0.65,0.92,3,101,3,1,0,0,資訊科技,2
8628,0.61,0.7,4,175,3,1,0,0,資訊科技,2
8629,0.4,0.79,5,181,5,0,0,0,資訊科技,2
8630,0.49,0.57,3,157,3,0,0,0,資訊科技,2
8631,0.95,0.75,3,247,2,0,0,0,產品管理,2
8632,0.85,1,5,244,2,0,0,0,產品管理,2
8633,0.24,0.39,4,152,5,0,0,0,產品管理,3
8634,0.85,0.99,5,176,4,0,0,0,產品管理,1
8635,0.99,0.98,5,241,2,0,0,0,資訊科技,2
8636,0.49,0.49,4,240,2,0,0,0,研發,2
8637,0.56,0.73,3,226,3,0,0,0,研發,2
8638,0.65,0.66,6,240,4,0,0,0,研發,2
8639,0.62,0.68,3,253,5,1,0,0,研發,1
8640,0.78,0.68,4,174,3,1,0,0,研發,1
8641,0.54,0.7,3,213,2,0,0,0,行銷,1
8642,0.61,0.77,4,195,2,0,0,0,業務,1
8643,0.49,0.99,6,230,4,0,0,0,財務會計,1
8644,0.29,0.85,2,248,6,1,0,0,技術支援,1
8645,0.64,0.79,4,274,2,1,0,0,技術員,1
8646,0.93,0.94,4,217,2,0,0,0,經理,1
8647,0.16,0.66,6,229,6,0,0,0,行銷,1
8648,0.68,0.85,5,173,3,0,0,0,行銷,1
8649,0.71,0.8,2,146,4,0,0,0,行銷,1
8650,0.62,0.82,5,151,5,0,0,0,業務,1
8651,0.74,0.75,2,137,3,1,0,0,業務,1
8652,0.81,0.5,3,198,3,0,0,0,業務,1
8653,0.2,0.82,4,190,5,0,0,0,業務,1
8654,0.51,0.91,4,206,3,0,0,0,業務,1
8655,0.55,0.99,4,238,3,0,0,0,業務,1
8656,0.45,0.41,3,193,2,1,0,0,業務,1
8657,0.91,0.61,4,176,3,0,0,0,業務,1
8658,0.73,0.59,6,121,5,0,0,0,業務,1
8659,0.98,0.88,4,145,2,0,0,0,業務,1
8660,0.62,0.65,4,212,3,1,0,0,業務,2
8661,0.57,0.62,3,198,4,0,0,0,業務,2
8662,0.99,0.57,3,189,4,1,0,0,業務,2
8663,0.82,0.68,2,200,3,0,0,0,業務,2
8664,0.24,0.81,4,217,5,0,0,0,業務,2
8665,0.84,0.73,5,245,3,0,0,0,業務,2
8666,0.9,0.55,3,260,3,0,0,0,業務,2
8667,0.13,0.73,5,206,5,0,0,0,業務,2
8668,0.6,0.67,3,249,2,0,0,0,業務,2
8669,0.72,0.87,4,154,2,1,0,0,財務會計,2
8670,0.68,0.61,4,147,3,0,0,0,財務會計,2
8671,0.51,0.72,3,148,2,0,0,0,財務會計,2
8672,0.74,0.58,3,220,2,0,0,0,人力資源,3
8673,0.86,0.73,3,241,3,0,0,0,人力資源,1
8674,0.85,0.51,3,242,3,0,0,0,人力資源,2
8675,0.63,0.85,2,156,3,1,0,0,人力資源,2
8676,0.74,0.87,3,155,3,0,0,0,技術員,2
8677,0.6,0.5,3,211,3,0,0,0,技術員,2
8678,0.69,0.82,4,137,2,1,0,0,技術員,1
8679,0.56,0.96,2,269,2,0,0,0,技術員,1
8680,0.5,0.67,2,142,3,0,0,0,技術員,1
8681,0.84,0.5,5,267,2,0,0,0,技術員,1
8682,0.93,0.48,5,134,6,0,0,0,技術員,1
8683,0.12,0.5,5,287,4,0,0,0,技術員,1
8684,0.52,0.58,4,134,3,0,0,0,技術員,1
8685,0.6,0.54,3,185,2,0,0,0,技術員,1
8686,0.71,1,3,181,4,0,0,0,技術員,2
8687,0.21,0.81,5,169,4,0,0,0,技術支援,2
8688,0.15,0.84,3,201,6,0,0,0,技術支援,2
8689,0.38,0.55,2,215,6,0,0,0,技術支援,2
8690,0.27,0.86,3,222,5,0,0,0,技術支援,2
8691,0.86,0.64,4,137,2,0,0,0,技術支援,2
8692,0.17,0.52,6,176,5,0,0,0,技術支援,2
8693,0.66,0.69,3,257,2,0,0,0,技術支援,2
8694,0.95,0.51,3,224,4,0,0,0,技術支援,2
8695,0.59,0.92,5,226,3,0,0,0,技術支援,2
8696,0.49,0.61,5,196,3,0,0,0,技術支援,2
8697,0.9,0.88,5,256,4,0,0,0,技術支援,2
8698,0.98,0.81,3,153,4,0,0,0,技術員,2
8699,0.52,1,4,221,3,0,0,0,技術員,2
8700,0.12,0.95,3,236,3,0,0,0,技術員,2
8701,0.91,0.67,5,137,3,0,0,0,經理,2
8702,0.99,0.62,4,256,2,0,0,0,資訊科技,2
8703,0.49,0.8,4,161,2,0,0,0,資訊科技,2
8704,0.92,0.51,4,167,3,1,0,0,資訊科技,2
8705,0.21,0.84,3,194,2,0,0,0,資訊科技,2
8706,0.89,0.9,3,231,3,0,0,0,資訊科技,2
8707,0.84,0.81,4,152,2,1,0,0,產品管理,2
8708,0.72,0.68,3,150,3,1,0,0,產品管理,2
8709,0.57,0.46,3,207,3,0,0,0,產品管理,2
8710,0.9,0.69,4,172,3,0,0,0,產品管理,2
8711,0.59,0.75,2,273,2,0,0,0,資訊科技,3
8712,0.97,0.69,4,134,3,0,0,0,研發,3
8713,0.56,0.85,3,109,2,0,0,0,研發,3
8714,0.78,0.59,4,124,3,1,0,0,研發,3
8715,0.64,0.72,4,253,4,0,0,0,研發,3
8716,0.58,0.9,5,224,3,0,0,0,研發,3
8717,0.68,0.58,3,217,2,0,0,0,行銷,3
8718,0.82,0.73,3,148,4,0,0,0,業務,3
8719,0.83,0.78,5,240,3,0,0,0,財務會計,3
8720,0.49,0.49,2,226,3,0,0,0,技術支援,3
8721,0.57,0.95,4,176,3,0,0,0,技術員,3
8722,0.66,0.93,4,248,3,0,0,0,經理,3
8723,0.78,0.6,2,206,2,0,0,0,行銷,1
8724,0.55,0.8,3,192,3,1,0,0,行銷,1
8725,0.98,0.62,3,140,4,0,0,0,行銷,1
8726,0.89,0.51,4,141,3,0,0,0,業務,1
8727,0.67,0.83,3,220,3,0,0,0,業務,1
8728,1,0.49,4,140,3,0,0,0,業務,1
8729,0.67,0.44,4,194,2,1,0,0,業務,1
8730,0.2,0.98,2,228,3,0,0,0,業務,1
8731,0.71,0.87,4,238,3,0,0,0,業務,1
8732,0.65,0.91,3,207,3,0,0,0,業務,1
8733,0.82,0.82,4,164,2,0,0,0,業務,1
8734,0.48,0.89,3,224,3,0,0,0,業務,1
8735,0.96,0.9,4,201,3,0,0,0,業務,1
8736,0.52,0.63,3,171,2,0,0,0,業務,1
8737,0.24,0.78,5,131,5,0,0,0,業務,1
8738,0.92,0.95,6,239,4,0,0,0,業務,2
8739,0.66,0.89,3,202,3,1,0,0,業務,2
8740,0.93,0.68,3,137,3,1,0,0,業務,2
8741,0.77,0.59,4,153,3,0,0,0,業務,2
8742,0.6,0.48,4,219,4,1,0,0,業務,2
8743,0.78,0.49,3,194,3,1,0,0,業務,2
8744,0.6,0.53,4,228,3,0,0,0,業務,2
8745,0.31,1,4,177,5,0,0,0,財務會計,2
8746,0.49,0.68,3,181,3,0,0,0,財務會計,2
8747,0.33,0.95,4,280,3,0,0,0,財務會計,2
8748,0.76,0.91,3,133,2,0,0,0,人力資源,2
8749,0.65,0.63,3,237,3,0,0,0,人力資源,2
8750,0.88,0.75,5,152,3,0,0,0,人力資源,3
8751,0.52,0.92,5,280,6,1,0,0,人力資源,3
8752,0.48,0.5,6,253,4,0,0,0,技術員,3
8753,0.2,0.59,5,105,4,0,0,0,技術員,3
8754,0.93,0.84,3,159,3,0,0,0,技術員,3
8755,0.55,0.92,4,257,2,0,0,0,技術員,3
8756,0.73,0.64,3,202,4,0,0,0,技術員,3
8757,0.57,0.56,3,241,3,0,0,0,技術員,3
8758,0.63,0.8,3,267,3,0,0,0,技術員,1
8759,0.23,0.88,4,175,6,0,0,0,技術員,1
8760,0.93,0.53,3,257,2,1,0,0,技術員,1
8761,0.78,0.86,4,240,3,0,0,0,技術員,1
8762,0.75,0.73,5,181,3,1,0,0,技術員,1
8763,0.61,0.82,3,271,3,0,0,0,技術支援,1
8764,0.36,0.97,5,151,3,0,0,0,技術支援,1
8765,0.59,0.67,2,168,3,0,0,0,技術支援,1
8766,0.78,0.63,4,265,3,0,0,0,技術支援,2
8767,0.93,0.53,5,204,2,0,0,0,技術支援,2
8768,0.67,0.72,4,223,3,0,0,0,技術支援,2
8769,0.52,0.63,4,136,2,0,0,0,技術支援,2
8770,0.69,0.95,5,184,2,0,0,0,技術支援,2
8771,0.25,0.8,5,186,4,1,0,0,技術支援,2
8772,0.4,0.43,3,128,3,0,0,0,技術支援,2
8773,0.98,0.83,5,211,3,0,0,0,技術支援,2
8774,0.92,0.89,4,236,4,1,0,0,技術員,2
8775,0.57,0.98,3,214,2,0,0,0,技術員,2
